Rank,City,Country,Extra Info,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Description,imgsrc,imgurl,DescriptionB
138,Ahmedabad, India,,106.74,61.66,71.25,70.6,25.96,8.89,39.47,72.32,0.47,"Ahmedabad, in western India, is the largest city in the state of Gujarat. The Sabarmati River runs through its center. On the western bank is the Gandhi Ashram at Sabarmati, which displays the spiritual leader�s living quarters and artifacts. Across the river, the Calico Museum of Textiles, once a cloth merchant's mansion, has a significant collection of antique and modern fabrics.",http://1.bp.blogspot.com/-EIT6NoU-7PU/V8FNkW_QuKI/AAAAAAAACyg/mSSkl-qHuZoCwoHojq4nA5fMy4xU3xSsQCK4B/s1600/Vadtal%2BTemple.jpg,,"Ahmedabad, in western India, is the largest city in the state of Gujarat. The Sabarmati River runs through its center. On the western bank is the Gandhi Ashram at Sabarmati, which displays the spiritual leader  is living quarters and artifacts. Across the river, the Calico Museum of Textiles, once a cloth merchant's mansion, has a significant collection of antique and modern fabrics."
139,Almaty, Kazakhstan,,105.82,49.62,49.73,65.81,32.67,12.58,26.6,77.19,37.3,"Almaty, Kazakhstan's largest metropolis, is set in the foothills of the Trans-Ili Alatau mountains. It served as the country's capital until 1997 and remains Kazakhstan's trading and cultural hub. Landmarks include the Central State Museum, displaying thousands of historic Kazakh artifacts. In the center is Panfilov Park, home to the bright-yellow towers of Zenkov Cathedral, a tsarist-era Russian Orthodox church.",http://ioi2015.kz/media/img/media/3.jpg,,"Almaty, Kazakhstan's largest metropolis, is set in the foothills of the Trans-Ili Alatau mountains. It served as the country's capital until 1997 and remains Kazakhstan's trading and cultural hub. Landmarks include the Central State Museum, displaying thousands of historic Kazakh artifacts. In the center is Panfilov Park, home to the bright-yellow towers of Zenkov Cathedral, a tsarist-era Russian Orthodox church."
140,Porto Alegre, Brazil,,105.72,47.52,23,56.18,52.79,13.57,43.95,59.55,77.08,"Porto Alegre is the capital city of the state of Rio Grande do Sul, in southern Brazil. On the main square, Pra�a Marechal Deodoro, is the Renaissance-style Metropolitan Cathedral, with religious murals on the outside. The neoclassical Piratini Palace houses the state government. The 19th-century S�o Pedro Theater is nearby. The city is known as a gateway to the tall canyons of Aparados da Serra National Park.",https://images.trvl-media.com/hotels/1000000/800000/790600/790582/790582_80_z.jpg,,"Porto Alegre is the capital city of the state of Rio Grande do Sul, in southern Brazil. On the main square, Pra�a Marechal Deodoro, is the Renaissance-style Metropolitan Cathedral, with religious murals on the outside. The neoclassical Piratini Palace houses the state government. The 19th-century S�o Pedro Theater is nearby. The city is known as a gateway to the tall canyons of Aparados da Serra National Park."
141,Gurgaon, India,,104.78,110.16,37.54,75.24,31.4,7.85,49.38,88.65,19.54,"Gurgaon is a city just southwest of New Delhi in northern India. It�s known as a financial and technology hub. The Kingdom of Dreams is a large complex for theatrical shows. Sheetala Mata Mandir is an orange-and-white-striped Hindu temple. The Vintage Camera Museum showcases cameras and prints spanning a century. West of the city, Sultanpur National Park is home to hundreds of bird species.",https://pbs.twimg.com/media/CTivsNZUYAEdcTf.jpg:large,,"Gurgaon is a city just southwest of New Delhi in northern India. It  is known as a financial and technology hub. The Kingdom of Dreams is a large complex for theatrical shows. Sheetala Mata Mandir is an orange-and-white-striped Hindu temple. The Vintage Camera Museum showcases cameras and prints spanning a century. West of the city, Sultanpur National Park is home to hundreds of bird species."
142,Beirut, Lebanon,,104.16,51.84,50.82,67.72,64.27,15.05,35.21,87.37,69.39,Beirut is the capital and largest city of Lebanon. No recent population census has been done but in 2007 estimates ranged from slightly more than 1 million to slightly less than 2 million as part of Greater Beirut.,https://newmatilda.com/wp-content/uploads/2015/12/Beirut-downtown.jpg,,Beirut is the capital and largest city of Lebanon. No recent population census has been done but in 2007 estimates ranged from slightly more than 1 million to slightly less than 2 million as part of Greater Beirut.
143,Chiang Mai, Thailand,,104.11,32.38,67.3,86.71,43.52,17.1,29.67,77.62,30.41,"Chiang Mai is a city in mountainous northern Thailand. Founded in 1296, it was capital of the independent Lanna Kingdom until 1558. Its Old City area still retains vestiges of walls and moats from its history as a cultural and religious center. It�s also home to hundreds of elaborate Buddhist temples, including 14th-century Wat Phra Singh and 15th-century Wat Chedi Luang, adorned with carved serpents.",https://i1.wp.com/siam-longings.com/wp-content/uploads/2015/04/The-White-Temple-Chiang-MaiThailand.jpg,,"Chiang Mai is a city in mountainous northern Thailand. Founded in 1296, it was capital of the independent Lanna Kingdom until 1558. Its Old City area still retains vestiges of walls and moats from its history as a cultural and religious center. It  is also home to hundreds of elaborate Buddhist temples, including 14th-century Wat Phra Singh and 15th-century Wat Chedi Luang, adorned with carved serpents."
144,Mexico City, Mexico,,102.97,58.17,33.9,66.86,33.59,10.03,54.11,88.02,77,"Mexico City is the densely populated, high-altitude capital of Mexico. It's known for its Templo Mayor (a 13th-century Aztec temple), the baroque Catedral Metropolitana de M_xico of the Spanish conquistadors and the Palacio Nacional, which houses historic murals by Diego Rivera. All of these are situated in and around the Plaza de la Constituci�n, the massive main square also known as the Z�calo.",https://lonelyplanetimages.imgix.net/mastheads/93931301.jpg?sharp=10&vib=20&w=1200,,"Mexico City is the densely populated, high-altitude capital of Mexico. It's known for its Templo Mayor (a 13th-century Aztec temple), the baroque Catedral Metropolitana de M_xico of the Spanish conquistadors and the Palacio Nacional, which houses historic murals by Diego Rivera. All of these are situated in and around the Plaza de la Constituci�n, the massive main square also known as the Z�calo."
145,Hong Kong, Hong Kong,,94.45,81.45,79.32,67.99,79.96,36.15,42.22,69.9,29.73,"Hong Kong is an autonomous territory, and former British colony, in southeastern China. Its vibrant, densely populated urban centre is a major port and global financial hub with a skyscraper-studded skyline. Central (the business district) features architectural landmarks like I.M. Pei�s Bank of China Tower. Hong Kong is also a major shopping destination, famed for bespoke tailors and Temple Street Night Market.",http://static.asiawebdirect.com/m/phuket/portals/hong-kong-hotels-ws/homepage/top10/top10-hotels/pagePropertiesImage/top10-hotels-hongkong.jpg,,"Hong Kong is an autonomous territory, and former British colony, in southeastern China. Its vibrant, densely populated urban centre is a major port and global financial hub with a skyscraper-studded skyline. Central (the business district) features architectural landmarks like I.M. Pei  is Bank of China Tower. Hong Kong is also a major shopping destination, famed for bespoke tailors and Temple Street Night Market."
146,Bogota, Colombia,,94.42,36.69,36.36,65.23,38.32,21.08,46.03,74.14,73.33,"Bogot� is Colombia�s sprawling, high-altitude capital. La Candelaria, its cobblestoned center, features colonial-era landmarks like the neoclassical performance hall Teatro Col�n and the 17th-century Iglesia de San Francisco. It's also home to popular museums including the Museo Botero, showcasing Fernando Botero's art, and the Museo del Oro, displaying pre-Columbian gold pieces.",https://static01.nyt.com/images/2015/11/08/travel/08HOURS3/08HOURS3-jumbo.jpg,,"Bogot� is Colombia  is sprawling, high-altitude capital. La Candelaria, its cobblestoned center, features colonial-era landmarks like the neoclassical performance hall Teatro Col�n and the 17th-century Iglesia de San Francisco. It's also home to popular museums including the Museo Botero, showcasing Fernando Botero's art, and the Museo del Oro, displaying pre-Columbian gold pieces."
147,Baku, Azerbaijan,,93.46,30.62,72.53,35.88,28.59,20.06,39.77,86.69,68.09,"Baku, the capital and commercial hub of Azerbaijan, is a low-lying city with coastline along the Caspian Sea. It's famed for its medieval walled old city, which contains the Palace of the Shirvanshahs, a vast royal complex, and the iconic stone Maiden Tower. Contemporary landmarks include the Zaha Hadid_designed Heydar Aliyev Center, and the Flame Towers, 3 pointed skyscrapers covered with LED screens.",https://www.azernews.az/media/2016/09/05/high-resolution-baku-shopping-1.jpg,,"Baku, the capital and commercial hub of Azerbaijan, is a low-lying city with coastline along the Caspian Sea. It's famed for its medieval walled old city, which contains the Palace of the Shirvanshahs, a vast royal complex, and the iconic stone Maiden Tower. Contemporary landmarks include the Zaha Hadid_designed Heydar Aliyev Center, and the Flame Towers, 3 pointed skyscrapers covered with LED screens."
148,Lviv, Ukraine,,92.89,24.38,59.13,54.34,24.29,25.91,44.7,55.34,43.68,"Lviv is a city in western Ukraine, around 70 kilometers from the border with Poland. Traces of its Polish and Austro-Hungarian heritage are evident in its architecture, which blends Central and Eastern European styles with those of Italy and Germany. In High Castle Park, the mountaintop ruins of a 14th-century castle provide panoramic views of the city�s green-domed churches and the surrounding hills.",https://s.inyourpocket.com/gallery/110549.jpg,,"Lviv is a city in western Ukraine, around 70 kilometers from the border with Poland. Traces of its Polish and Austro-Hungarian heritage are evident in its architecture, which blends Central and Eastern European styles with those of Italy and Germany. In High Castle Park, the mountaintop ruins of a 14th-century castle provide panoramic views of the city  is green-domed churches and the surrounding hills."
149,Saint Petersburg, Russia,,92.34,50.13,57.72,61.32,44.4,14.66,52.14,62.39,20.22,"St. Petersburg is a Russian port city on the Baltic Sea. It was the imperial capital for 2 centuries, having been founded in 1703 by Peter the Great, subject of the city's iconic �Bronze Horseman� statue. It remains Russia's cultural center, with venues like the ultramodern Mariinsky Theatre hosting opera and ballet, and the State Russian Museum showcasing Russian art, from Orthodox icon paintings to Kandinsky works.",http://www.askthemonsters.com/wp-content/uploads/2015/08/church-of-our-savior-on-the-spilled-blood-in-st-petersburg-hd-wallpaper-578074.jpg,,"St. Petersburg is a Russian port city on the Baltic Sea. It was the imperial capital for 2 centuries, having been founded in 1703 by Peter the Great, subject of the city's iconic �Bronze Horseman� statue. It remains Russia's cultural center, with venues like the ultramodern Mariinsky Theatre hosting opera and ballet, and the State Russian Museum showcasing Russian art, from Orthodox icon paintings to Kandinsky works."
150,Shanghai, China,,90.89,74.16,65.41,58.96,54.42,32.62,45.92,87.26,59.15,"Shanghai, on China�s central coast, is the country's biggest city and a global financial hub. Its heart is the Bund, a famed waterfront promenade lined with colonial-era buildings. Across the Huangpu River rises the Pudong district�s futuristic skyline, including 632m Shanghai Tower and the Oriental Pearl TV Tower, with distinctive pink spheres. Sprawling Yu Garden has traditional pavilions, towers and ponds.",http://www.internationalurbanization.org/uploads/2/3/3/5/23354588/9744158_orig.jpg,,"Shanghai, on China  is central coast, is the country's biggest city and a global financial hub. Its heart is the Bund, a famed waterfront promenade lined with colonial-era buildings. Across the Huangpu River rises the Pudong district  is futuristic skyline, including 632m Shanghai Tower and the Oriental Pearl TV Tower, with distinctive pink spheres. Sprawling Yu Garden has traditional pavilions, towers and ponds."
151,Moscow, Russia,,88.02,57.38,54.68,57.34,47.81,20.81,54.36,62.88,28.54,"Moscow, on the Moskva River in western Russia, is the nation�s cosmopolitan capital. In its historic core is the Kremlin, a complex that�s home to the president and tsarist treasures in the Armoury. Outside its walls is Red Square, Russia's symbolic center. It's home to Lenin�s Mausoleum, the State Historical Museum's comprehensive collection and St. Basil�s Cathedral, known for its colorful, onion-shaped domes.",http://www.theculturemap.com/wp-content/uploads/2015/03/Moscow-Saint-Basils-Cathedral.jpg,,"Moscow, on the Moskva River in western Russia, is the nation  is cosmopolitan capital. In its historic core is the Kremlin, a complex that  is home to the president and tsarist treasures in the Armoury. Outside its walls is Red Square, Russia's symbolic center. It's home to Lenin  is Mausoleum, the State Historical Museum's comprehensive collection and St. Basil  is Cathedral, known for its colorful, onion-shaped domes."
152,Kiev, Ukraine,,87.34,29.9,49.95,53.39,27.72,23.49,37.03,71.91,49.08,"Kiev is the capital city of Ukraine, bisected by the Dnieper River and known for its religious architecture, secular monuments and history museums. The 11th-century Kiev Pechersk Lavra is a monastery and pilgrimage site encompassing several gold-domed churches. It's known for its catacombs lined with the burial chambers of Orthodox monks, and a collection of gold objects from ancient Scythian times.",https://s.inyourpocket.com/gallery/118321.jpg,,"Kiev is the capital city of Ukraine, bisected by the Dnieper River and known for its religious architecture, secular monuments and history museums. The 11th-century Kiev Pechersk Lavra is a monastery and pilgrimage site encompassing several gold-domed churches. It's known for its catacombs lined with the burial chambers of Orthodox monks, and a collection of gold objects from ancient Scythian times."
153,Lahore, Pakistan,,87.22,47.35,48.87,59.26,32.29,13.61,40.29,80.11,27.54,Lahore is the capital city of the Pakistani province of Punjab. It is the second most populous city in Pakistan and the 32nd most populous city in the world.,https://farm8.staticflickr.com/7243/7101424013_8c6a963328_b.jpg,,Lahore is the capital city of the Pakistani province of Punjab. It is the second most populous city in Pakistan and the 32nd most populous city in the world.
154,Lima, Peru,,87.18,44.44,31.73,59.95,43.01,15.18,45.38,89.32,71.16,"Lima, the capital of Peru, lies on the country's arid Pacific coast. Though its colonial center is preserved, it's a bustling metropolis and one of South America�s largest cities. It's home to the Museo Larco collection of pre-Columbian art and the Museo de la Naci�n, tracing the history of Peru�s ancient civilizations. The Plaza de Armas and the 16th-century cathedral are the heart of old Lima Centro.",http://alterra.cc/media/turobj/images/Lima-3.jpg,,"Lima, the capital of Peru, lies on the country's arid Pacific coast. Though its colonial center is preserved, it's a bustling metropolis and one of South America  is largest cities. It's home to the Museo Larco collection of pre-Columbian art and the Museo de la Naci�n, tracing the history of Peru  is ancient civilizations. The Plaza de Armas and the 16th-century cathedral are the heart of old Lima Centro."
155,Singapore, Singapore,,86.5,92.7,83.42,69.87,82.41,21.63,43.39,37.04,-71.47,"Singapore, an island city-state off southern Malaysia, is a global financial center with a tropical climate and multicultural population. Its colonial core centers on the Padang, a cricket field since the 1830s and now flanked by grand buildings such as City Hall, with its 18 Corinthian columns. In Singapore's circa-1820 Chinatown stands the red-and-gold Buddha Tooth Relic Temple, said to house one of Buddha's teeth.",http://www.fourseasons.com/content/dam/fourseasons_magazine/SIN/marina-bay-sunset-singapore-1000x563.jpg/jcr:content/renditions/original,,"Singapore, an island city-state off southern Malaysia, is a global financial center with a tropical climate and multicultural population. Its colonial core centers on the Padang, a cricket field since the 1830s and now flanked by grand buildings such as City Hall, with its 18 Corinthian columns. In Singapore's circa-1820 Chinatown stands the red-and-gold Buddha Tooth Relic Temple, said to house one of Buddha's teeth."
156,Sao Paulo, Brazil,,85.67,42.51,27.81,54.62,57.86,18.75,46.1,86.08,87.34,"S�o Paulo, Brazil�s vibrant financial center, is among the world's most populous cities, with numerous cultural institutions and a rich architectural tradition. Its iconic buildings range from its neo-Gothic cathedral and the 1929 Martinelli skyscraper to modernist architect Oscar Niemeyer�s curvy Edif'cio Copan. The colonial-style P�tio do Col_gio church marks where Jesuit priests founded the city in 1554.",http://cdn.rtkl.com/wp-content/uploads/2013/12/SaoPaulo.jpg,,"S�o Paulo, Brazil  is vibrant financial center, is among the world's most populous cities, with numerous cultural institutions and a rich architectural tradition. Its iconic buildings range from its neo-Gothic cathedral and the 1929 Martinelli skyscraper to modernist architect Oscar Niemeyer  is curvy Edif'cio Copan. The colonial-style P�tio do Col_gio church marks where Jesuit priests founded the city in 1554."
157,Tehran, Iran,,85.34,39.85,44.56,52.24,42.14,15.29,55.31,87.22,71.48,"Tehran is the capital of Iran, in the north of the country. Its central Golestan Palace complex, with its ornate rooms and marble throne, was the seat of power of the Qajar dynasty. The National Jewelry Museum holds many of the Qajar monarchs� jewels, while the National Museum of Iran has artifacts dating back to Paleolithic times. The Milad Tower offers panoramic views over the city.",http://www.iran-gma.com/images/ws/gimg/9661_150930_2046.jpg,,"Tehran is the capital of Iran, in the north of the country. Its central Golestan Palace complex, with its ornate rooms and marble throne, was the seat of power of the Qajar dynasty. The National Jewelry Museum holds many of the Qajar monarchs  i jewels, while the National Museum of Iran has artifacts dating back to Paleolithic times. The Milad Tower offers panoramic views over the city."
158,Karachi, Pakistan,,85.03,43.21,35.82,57.25,28.61,8.52,40.84,95.29,50.24,"Karachi - the capital of the province of Sindh - is the largest and most populous city in Pakistan, as well as the 10th largest in the world and the world's second most populous city proper.",https://studyabroad.pk/ckfinder/userfiles/images/Karachi%20Hyperstar.jpg,,"Karachi - the capital of the province of Sindh - is the largest and most populous city in Pakistan, as well as the 10th largest in the world and the world's second most populous city proper."
159,Cairo, Egypt,,82.51,28.1,44.09,42.47,22.76,10.81,52.41,95.99,75.59,"Cairo, Egypt�s sprawling capital, is set on the Nile River. At its heart is Tahrir Square and the vast Egyptian Museum, a trove of antiquities including royal mummies and gilded King Tutankhamun artifacts. Nearby, Giza is the site of the iconic pyramids and Great Sphinx, dating to the 26th century BC. In Gezira Island�s leafy Zamalek district, 187m Cairo Tower affords panoramic city views.",http://www.youregypttours.com/img/p/308-665.jpg,,"Cairo, Egypt  is sprawling capital, is set on the Nile River. At its heart is Tahrir Square and the vast Egyptian Museum, a trove of antiquities including royal mummies and gilded King Tutankhamun artifacts. Nearby, Giza is the site of the iconic pyramids and Great Sphinx, dating to the 26th century BC. In Gezira Island  is leafy Zamalek district, 187m Cairo Tower affords panoramic city views."
160,Chennai, India,,81.27,79.47,55.35,74.25,26.87,12.57,44.9,78.79,-29.93,"Chennai, on the Bay of Bengal in eastern India, is the capital of the state of Tamil Nadu. The city is home to Fort St. George, built in 1644 and now a museum showcasing the city�s roots as a British military garrison and East India Company trading outpost, when it was called Madras. Religious sites include Kapaleeshwarar Temple, adorned with carved and painted gods, and St. Mary�s, a 17th-century Anglican church.",http://static.wixstatic.com/media/424eb5_0448e46f56ef45419b7347ade9951e99~mv2_d_2921_1715_s_2.jpg,,"Chennai, on the Bay of Bengal in eastern India, is the capital of the state of Tamil Nadu. The city is home to Fort St. George, built in 1644 and now a museum showcasing the city  is roots as a British military garrison and East India Company trading outpost, when it was called Madras. Religious sites include Kapaleeshwarar Temple, adorned with carved and painted gods, and St. Mary  is, a 17th-century Anglican church."
161,Delhi, India,,80.1,77.84,39.21,65.85,29.19,14.77,52.77,92.93,23.93,"Delhi, India�s capital territory, is a massive metropolitan area in the country�s north. In Old Delhi, a neighborhood dating to the 1600s, stands the imposing Mughal-era Red Fort, a symbol of India, and the sprawling Jama Masjid mosque, whose courtyard accommodates 25,000 people. Nearby is Chandni Chowk, a vibrant bazaar filled with food carts, sweets shops and spice stalls.",http://ichef.bbci.co.uk/wwfeatures/wm/live/1280_640/images/live/p0/14/pz/p014pz01.jpg,,"Delhi, India  is capital territory, is a massive metropolitan area in the country  is north. In Old Delhi, a neighborhood dating to the 1600s, stands the imposing Mughal-era Red Fort, a symbol of India, and the sprawling Jama Masjid mosque, whose courtyard accommodates 25,000 people. Nearby is Chandni Chowk, a vibrant bazaar filled with food carts, sweets shops and spice stalls."
162,Colombo, Sri Lanka,,78.93,24.88,68.13,79.15,38.25,22.56,56.47,59.25,2.4,"Colombo, the capital of Sri Lanka, has a long history as a port on ancient east-west trade routes, ruled successively by the Portuguese, Dutch and British. That heritage is reflected in its its architecture, mixing colonial buildings with high-rises and shopping malls. The imposing Colombo National Museum, dedicated to Sri Lankan history, borders sprawling Viharamahadevi Park and its giant Buddha.",https://6619c32c0ff44ab02d03-ad4ce04f947c8d232ab56dcc0713b863.ssl.cf6.rackcdn.com/ACBT_ACBT-Colombo-image3.jpg,,"Colombo, the capital of Sri Lanka, has a long history as a port on ancient east-west trade routes, ruled successively by the Portuguese, Dutch and British. That heritage is reflected in its its architecture, mixing colonial buildings with high-rises and shopping malls. The imposing Colombo National Museum, dedicated to Sri Lankan history, borders sprawling Viharamahadevi Park and its giant Buddha."
163,Yekaterinburg, Russia,,77.86,50.08,48.8,65.17,38.75,11.74,33.33,78.02,-8.93,"Yekaterinburg, alternatively romanised as Ekaterinburg, is the fourth-largest city in Russia and the administrative centre of Sverdlovsk Oblast, located in the middle of the Eurasian continent, on the border of Europe and Asia.",http://farm9.staticflickr.com/8118/8713522325_cdc44e6b67_b.jpg,,"Yekaterinburg, alternatively romanised as Ekaterinburg, is the fourth-largest city in Russia and the administrative centre of Sverdlovsk Oblast, located in the middle of the Eurasian continent, on the border of Europe and Asia."
164,Beijing, China,,75.2,70.92,58.35,66.09,48.92,33.75,51.45,93.3,45.36,"Beijing, China�s massive capital, has history stretching back 3 millennia. Yet it�s known as much for its modern architecture as its ancient sites such as the grand Forbidden City complex, the imperial palace during the Ming and Qing dynasties. Nearby, the massive Tiananmen Square pedestrian plaza is the site of Mao Zedong�s mausoleum and the National Museum of China, displaying a vast collection of cultural relics.",https://media.music-group.com/media/sys_master/hf9/h3e/8829944528926.jpg,,"Beijing, China  is massive capital, has history stretching back 3 millennia. Yet it  is known as much for its modern architecture as its ancient sites such as the grand Forbidden City complex, the imperial palace during the Ming and Qing dynasties. Nearby, the massive Tiananmen Square pedestrian plaza is the site of Mao Zedong  is mausoleum and the National Museum of China, displaying a vast collection of cultural relics."
165,Panama City, Panama,,74.56,35.14,53.93,57.91,64.23,12.42,35.06,65.58,-6.22,"Panama City, the capital of Panama, is a modern city framed by the Pacific Ocean and man-made Panama Canal. Casco Viejo, its cobblestoned historic center, is famed for colonial-era landmarks like the neoclassical Palacio Presidencial and bougainvillea-filled plazas lined with cafes and bars. The Miraflores Locks offers views of ships traversing the canal, an essential shipping route linking the Atlantic and Pacific.",https://panamacity.place.hyatt.com/content/dam/PropertyWebsites/place/ptyzp/Media/All/Hyatt-Place-Panama-City-Downtown-P014-City-View.gallery-2-3-item-panel.jpg,,"Panama City, the capital of Panama, is a modern city framed by the Pacific Ocean and man-made Panama Canal. Casco Viejo, its cobblestoned historic center, is famed for colonial-era landmarks like the neoclassical Palacio Presidencial and bougainvillea-filled plazas lined with cafes and bars. The Miraflores Locks offers views of ships traversing the canal, an essential shipping route linking the Atlantic and Pacific."
166,Davao, Philippines,,63.79,35.6,71.6,71.9,31.84,25.92,31.12,60.05,-54.27,"Davao City, on the southern Philippine island of Mindanao, is a coastal commercial center near 2,954m-high Mount Apo, the country�s highest peak. In the city center, People�s Park is known for its colorful indigenous sculptures and lighted fountains. It's also home to Durian Dome, named after the pungent, spiky fruit that grows in abundance on Mindanao. The Davao River cuts through the city.",https://s-media-cache-ak0.pinimg.com/736x/97/0a/12/970a12d4bce90cd2343e77078c37a7bc.jpg,,"Davao City, on the southern Philippine island of Mindanao, is a coastal commercial center near 2,954m-high Mount Apo, the country  is highest peak. In the city center, People  is Park is known for its colorful indigenous sculptures and lighted fountains. It's also home to Durian Dome, named after the pungent, spiky fruit that grows in abundance on Mindanao. The Davao River cuts through the city."
167,Rio De Janeiro, Brazil,,60.66,43.26,22.13,37.08,58.11,19.6,56.92,70.41,48.16,"Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema beaches, 38m Christ the Redeemer statue atop Mount Corcovado and for Sugarloaf Mountain, a granite peak with cable cars to its summit. The city is also known for its sprawling favelas (shanty towns). Its raucous Carnaval festival, featuring parade floats, flamboyant costumes and samba dancers, is considered the world�s largest.",http://i1.martinus.sk/tovar/_l/76/l76875.jpg,,"Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema beaches, 38m Christ the Redeemer statue atop Mount Corcovado and for Sugarloaf Mountain, a granite peak with cable cars to its summit. The city is also known for its sprawling favelas (shanty towns). Its raucous Carnaval festival, featuring parade floats, flamboyant costumes and samba dancers, is considered the world  is largest."
168,Jakarta, Indonesia,,57.4,41.45,47.22,62.97,48.43,16.85,57.25,86.43,9.62,"Jakarta, Indonesia's massive capital, sits on the northwest coast of the island of Java. A historic mix of cultures _ Javanese, Malay, Chinese, Arab, Indian and European _ has influenced its architecture, language and cuisine. The old town, Kota Tua, is home to Dutch colonial buildings, Glodok (Jakarta�s Chinatown) and the old port of Sunda Kelapa, where traditional wooden schooners dock.",http://www.asiagreenbuildings.com/wp-content/uploads/2016/10/JAKARTA-OFFICE-HERO.jpg,,"Jakarta, Indonesia's massive capital, sits on the northwest coast of the island of Java. A historic mix of cultures _ Javanese, Malay, Chinese, Arab, Indian and European _ has influenced its architecture, language and cuisine. The old town, Kota Tua, is home to Dutch colonial buildings, Glodok (Jakarta  is Chinatown) and the old port of Sunda Kelapa, where traditional wooden schooners dock."
169,Bangkok, Thailand,,57.3,49.07,51.44,82.16,49.65,19.45,50.69,72.28,-35.99,"Bangkok, Thailand�s capital, is a large city known for ornate shrines and vibrant street life. The boat-filled Chao Phraya River feeds its network of canals, flowing past the Rattanakosin royal district, home to opulent Grand Palace and its sacred Wat Phra Kaew Temple. Nearby is Wat Pho Temple with an enormous reclining Buddha and, on the opposite shore, Wat Arun Temple with its steep steps and Khmer-style spire.",http://static.asiawebdirect.com/m/bangkok/portals/bangkok-com/shared/teasersL/TOP10/top-10-historical-attractions/teaserMultiLarge/imageHilight/top-10-attractions-bangkok.jpg.jpg,,"Bangkok, Thailand  is capital, is a large city known for ornate shrines and vibrant street life. The boat-filled Chao Phraya River feeds its network of canals, flowing past the Rattanakosin royal district, home to opulent Grand Palace and its sacred Wat Phra Kaew Temple. Nearby is Wat Pho Temple with an enormous reclining Buddha and, on the opposite shore, Wat Arun Temple with its steep steps and Khmer-style spire."
170,Kolkata, India,,52.2,57.86,48.89,55.52,26.53,11.08,71.62,81.05,-22.75,"Kolkata (formerly Calcutta) is the capital of India's West Bengal state. Founded as an East India Company trading post, it was India's capital under the British Raj from 1773_1911. Today it�s known for its grand colonial architecture, art galleries and cultural festivals. It�s also home to Mother House, headquarters of the Missionaries of Charity, founded by Mother Teresa, whose tomb is on site.",https://photos.smugmug.com/STOCK/india/Kolkata/i-kf4zN59/1/9667cd33/M/INDIA_Kolkata_TK29-M.jpg,,"Kolkata (formerly Calcutta) is the capital of India's West Bengal state. Founded as an East India Company trading post, it was India's capital under the British Raj from 1773_1911. Today it  is known for its grand colonial architecture, art galleries and cultural festivals. It  is also home to Mother House, headquarters of the Missionaries of Charity, founded by Mother Teresa, whose tomb is on site."
171,Nairobi, Kenya,,50.1,28.64,36.11,58.68,42.4,59.4,62.6,74.23,91.57,"Nairobi is Kenya�s capital city. In addition to its urban core, the city has Nairobi National Park, a large game reserve known for breeding endangered black rhinos and home to giraffes, zebras and lions. Next to it is a well-regarded elephant orphanage operated by the David Sheldrick Wildlife Trust. Nairobi is also often used as a jumping-off point for safari trips elsewhere in Kenya.",http://buzzkenya.com/wp-content/uploads/2013/06/nairobi-Kenya.jpg,,"Nairobi is Kenya  is capital city. In addition to its urban core, the city has Nairobi National Park, a large game reserve known for breeding endangered black rhinos and home to giraffes, zebras and lions. Next to it is a well-regarded elephant orphanage operated by the David Sheldrick Wildlife Trust. Nairobi is also often used as a jumping-off point for safari trips elsewhere in Kenya."
172,Mumbai, India,,50.07,71.97,52.19,63.35,30.2,32.9,63.07,87.55,-2.61,"Mumbai (formerly called Bombay) is a densely populated city on India�s west coast. A financial center, it's India's largest city. On the Mumbai Harbour waterfront stands the iconic Gateway of India stone arch, built by the British Raj in 1924. Offshore, nearby Elephanta Island holds ancient cave temples dedicated to the Hindu god Shiva. The city's also famous as the heart of the Bollywood film industry.",https://media.licdn.com/mpr/mpr/AAEAAQAAAAAAAAgOAAAAJDkyOTdiNWRlLWUxYjktNDBmNS04YWU5LTZlOWE5YzkwYTE4NA.jpg,,"Mumbai (formerly called Bombay) is a densely populated city on India  is west coast. A financial center, it's India's largest city. On the Mumbai Harbour waterfront stands the iconic Gateway of India stone arch, built by the British Raj in 1924. Offshore, nearby Elephanta Island holds ancient cave temples dedicated to the Hindu god Shiva. The city's also famous as the heart of the Bollywood film industry."
